date,year,month,day,day_of_week,day_of_year,week_of_year,is_weekend,is_holiday,is_peak_season,is_school_holiday,temperature,rain_probability,is_rainy,visitors
2019-12-14,2019,12,14,5,348,50,1,0,1,0,65,0.15,0,65619
2019-12-15,2019,12,15,6,349,50,1,0,1,0,64,0.15,0,75265
2019-12-16,2019,12,16,0,350,51,0,0,1,0,70,0.15,1,51464
2019-12-17,2019,12,17,1,351,51,0,0,1,0,67,0.15,0,45238
2019-12-18,2019,12,18,2,352,51,0,0,1,0,61,0.15,0,45042
2019-12-19,2019,12,19,3,353,51,0,0,1,0,60,0.15,0,57080
2019-12-20,2019,12,20,4,354,51,0,0,1,1,60,0.15,0,80000
2019-12-21,2019,12,21,5,355,51,1,0,1,1,63,0.15,0,80000
2019-12-22,2019,12,22,6,356,51,1,0,1,1,65,0.15,0,80000
2019-12-23,2019,12,23,0,357,52,0,0,1,1,68,0.15,1,73731
2019-12-24,2019,12,24,1,358,52,0,0,1,1,60,0.15,0,65992
2019-12-25,2019,12,25,2,359,52,0,1,1,1,60,0.15,0,80000
2019-12-26,2019,12,26,3,360,52,0,0,1,1,64,0.15,0,80000
2019-12-27,2019,12,27,4,361,52,0,0,1,1,69,0.15,0,80000
2019-12-28,2019,12,28,5,362,52,1,0,1,1,64,0.15,0,80000
2019-12-29,2019,12,29,6,363,52,1,0,1,1,64,0.15,0,80000
2019-12-30,2019,12,30,0,364,1,0,0,1,1,69,0.15,0,64770
2019-12-31,2019,12,31,1,365,1,0,0,1,1,65,0.15,0,65189
2020-01-01,2020,1,1,2,1,1,0,1,0,0,67,0.15,0,13547
2020-01-02,2020,1,2,3,2,1,0,0,0,0,62,0.15,0,18153
2020-01-03,2020,1,3,4,3,1,0,0,0,0,68,0.15,0,20549
2020-01-04,2020,1,4,5,4,1,1,0,0,0,60,0.15,0,19732
2020-01-05,2020,1,5,6,5,1,1,0,0,0,63,0.15,1,15366
2020-01-06,2020,1,6,0,6,2,0,0,0,0,68,0.15,0,13769
2020-01-07,2020,1,7,1,7,2,0,0,0,0,67,0.15,0,11131
2020-01-08,2020,1,8,2,8,2,0,0,0,0,69,0.15,0,12493
2020-01-09,2020,1,9,3,9,2,0,0,0,0,68,0.15,0,14385
2020-01-10,2020,1,10,4,10,2,0,0,0,0,60,0.15,0,15945
2020-01-11,2020,1,11,5,11,2,1,0,0,0,68,0.15,0,19087
2020-01-12,2020,1,12,6,12,2,1,0,0,0,62,0.15,0,18991
2020-01-13,2020,1,13,0,13,3,0,0,0,0,70,0.15,0,13077
2020-01-14,2020,1,14,1,14,3,0,0,0,0,69,0.15,0,11575
2020-01-15,2020,1,15,2,15,3,0,0,0,0,68,0.15,0,11851
2020-01-16,2020,1,16,3,16,3,0,0,0,0,60,0.15,0,13614
2020-01-17,2020,1,17,4,17,3,0,0,0,0,60,0.15,1,14499
2020-01-18,2020,1,18,5,18,3,1,0,0,0,68,0.15,0,20075
2020-01-19,2020,1,19,6,19,3,1,0,0,0,70,0.15,0,19175
2020-01-20,2020,1,20,0,20,4,0,1,0,0,65,0.15,0,12719
2020-01-21,2020,1,21,1,21,4,0,0,0,0,63,0.15,0,12383
2020-01-22,2020,1,22,2,22,4,0,0,0,0,66,0.15,0,13148
2020-01-23,2020,1,23,3,23,4,0,0,0,0,64,0.15,0,13192
2020-01-24,2020,1,24,4,24,4,0,0,0,0,69,0.15,0,15013
2020-01-25,2020,1,25,5,25,4,1,0,0,0,66,0.15,0,18148
2020-01-26,2020,1,26,6,26,4,1,0,0,0,67,0.15,0,18290
2020-01-27,2020,1,27,0,27,5,0,0,0,0,67,0.15,0,11969
2020-01-28,2020,1,28,1,28,5,0,0,0,0,60,0.15,0,11730
2020-01-29,2020,1,29,2,29,5,0,0,0,0,67,0.15,0,11976
2020-01-30,2020,1,30,3,30,5,0,0,0,0,65,0.15,1,12632
2020-01-31,2020,1,31,4,31,5,0,0,0,0,63,0.15,1,12784
2020-02-01,2020,2,1,5,32,5,1,0,0,0,70,0.18,0,17176
2020-02-02,2020,2,2,6,33,5,1,0,0,0,65,0.18,0,13786
2020-02-03,2020,2,3,0,34,6,0,0,0,0,66,0.18,0,11459
2020-02-04,2020,2,4,1,35,6,0,0,0,0,68,0.18,0,9585
2020-02-05,2020,2,5,2,36,6,0,0,0,0,73,0.18,0,12901
2020-02-06,2020,2,6,3,37,6,0,0,0,0,69,0.18,0,11576
2020-02-07,2020,2,7,4,38,6,0,0,0,0,66,0.18,0,13804
2020-02-08,2020,2,8,5,39,6,1,0,0,0,66,0.18,0,16965
2020-02-09,2020,2,9,6,40,6,1,0,0,0,69,0.18,1,16020
2020-02-10,2020,2,10,0,41,7,0,0,0,0,68,0.18,0,12543
2020-02-11,2020,2,11,1,42,7,0,0,0,0,73,0.18,0,10179
2020-02-12,2020,2,12,2,43,7,0,0,0,0,70,0.18,0,10961
2020-02-13,2020,2,13,3,44,7,0,0,0,0,63,0.18,0,12934
2020-02-14,2020,2,14,4,45,7,0,0,0,0,72,0.18,0,15736
2020-02-15,2020,2,15,5,46,7,1,0,0,0,73,0.18,0,16119
2020-02-16,2020,2,16,6,47,7,1,0,0,0,69,0.18,0,13510
2020-02-17,2020,2,17,0,48,8,0,1,0,0,69,0.18,0,11757
2020-02-18,2020,2,18,1,49,8,0,0,0,0,73,0.18,0,12411
2020-02-19,2020,2,19,2,50,8,0,0,0,0,69,0.18,1,12168
2020-02-20,2020,2,20,3,51,8,0,0,0,0,69,0.18,0,12838
2020-02-21,2020,2,21,4,52,8,0,0,0,0,72,0.18,1,13449
2020-02-22,2020,2,22,5,53,8,1,0,0,0,72,0.18,0,15868
2020-02-23,2020,2,23,6,54,8,1,0,0,0,70,0.18,1,16824
2020-02-24,2020,2,24,0,55,9,0,0,0,0,71,0.18,0,10014
2020-02-25,2020,2,25,1,56,9,0,0,0,0,71,0.18,0,12495
2020-02-26,2020,2,26,2,57,9,0,0,0,0,64,0.18,0,11093
2020-02-27,2020,2,27,3,58,9,0,0,0,0,69,0.18,0,12575
2020-02-28,2020,2,28,4,59,9,0,0,0,0,69,0.18,0,12482
2020-02-29,2020,2,29,5,60,9,1,0,0,0,66,0.18,0,17796
2020-03-01,2020,3,1,6,61,9,1,0,1,1,75,0.2,0,21668
2020-03-02,2020,3,2,0,62,10,0,0,1,1,74,0.2,1,14534
2020-03-03,2020,3,3,1,63,10,0,0,1,1,67,0.2,0,17528
2020-03-04,2020,3,4,2,64,10,0,0,1,1,68,0.2,1,20193
2020-03-05,2020,3,5,3,65,10,0,0,1,1,68,0.2,0,18546
2020-03-06,2020,3,6,4,66,10,0,0,1,1,77,0.2,0,23252
2020-03-07,2020,3,7,5,67,10,1,0,1,1,74,0.2,0,26649
2020-03-08,2020,3,8,6,68,10,1,0,1,1,67,0.2,0,26824
2020-03-09,2020,3,9,0,69,11,0,0,1,1,70,0.2,0,19597
2020-03-10,2020,3,10,1,70,11,0,0,1,1,76,0.2,0,24966
2020-03-11,2020,3,11,2,71,11,0,0,1,1,71,0.2,0,22622
2020-03-12,2020,3,12,3,72,11,0,0,1,1,75,0.2,0,24132
2020-03-13,2020,3,13,4,73,11,0,0,1,1,73,0.2,0,35074
2020-03-14,2020,3,14,5,74,11,1,0,1,1,74,0.2,0,36530
2020-03-15,2020,3,15,6,75,11,1,0,1,1,77,0.2,0,25896
2020-03-16,2020,3,16,0,76,12,0,0,1,1,75,0.2,0,22053
2020-03-17,2020,3,17,1,77,12,0,0,1,1,73,0.2,0,23857
2020-03-18,2020,3,18,2,78,12,0,0,1,1,71,0.2,0,28413
2020-03-19,2020,3,19,3,79,12,0,0,1,1,71,0.2,1,25881
2020-03-20,2020,3,20,4,80,12,0,0,1,1,76,0.2,0,31800
2020-03-21,2020,3,21,5,81,12,1,0,1,1,77,0.2,0,36963
2020-03-22,2020,3,22,6,82,12,1,0,1,1,72,0.2,0,29735
2020-03-23,2020,3,23,0,83,13,0,0,1,1,71,0.2,0,22806
2020-03-24,2020,3,24,1,84,13,0,0,1,1,77,0.2,0,25377
2020-03-25,2020,3,25,2,85,13,0,0,1,1,75,0.2,0,25513
2020-03-26,2020,3,26,3,86,13,0,0,1,1,69,0.2,0,23803
2020-03-27,2020,3,27,4,87,13,0,0,1,1,69,0.2,0,30002
2020-03-28,2020,3,28,5,88,13,1,0,1,1,73,0.2,1,44642
2020-03-29,2020,3,29,6,89,13,1,0,1,1,73,0.2,0,28619
2020-03-30,2020,3,30,0,90,14,0,0,1,1,72,0.2,0,26310
2020-03-31,2020,3,31,1,91,14,0,0,1,1,69,0.2,0,19574
2020-04-01,2020,4,1,2,92,14,0,0,1,1,79,0.22,1,26048
2020-04-02,2020,4,2,3,93,14,0,0,1,1,77,0.22,1,26618
2020-04-03,2020,4,3,4,94,14,0,0,1,1,79,0.22,1,34518
2020-04-04,2020,4,4,5,95,14,1,0,1,1,74,0.22,1,35698
2020-04-05,2020,4,5,6,96,14,1,0,1,1,78,0.22,0,41064
2020-04-06,2020,4,6,0,97,15,0,0,1,1,80,0.22,0,25104
2020-04-07,2020,4,7,1,98,15,0,0,1,1,73,0.22,0,24022
2020-04-08,2020,4,8,2,99,15,0,0,1,1,76,0.22,0,28029
2020-04-09,2020,4,9,3,100,15,0,0,1,1,83,0.22,0,27678
2020-04-10,2020,4,10,4,101,15,0,0,1,1,73,0.22,1,32737
2020-04-11,2020,4,11,5,102,15,1,0,1,1,73,0.22,0,39204
2020-04-12,2020,4,12,6,103,15,1,0,1,1,82,0.22,0,36505
2020-04-13,2020,4,13,0,104,16,0,0,1,1,83,0.22,1,26634
2020-04-14,2020,4,14,1,105,16,0,0,1,1,80,0.22,0,24766
2020-04-15,2020,4,15,2,106,16,0,0,1,1,79,0.22,0,24915
2020-04-16,2020,4,16,3,107,16,0,0,1,1,82,0.22,1,28816
2020-04-17,2020,4,17,4,108,16,0,0,1,1,73,0.22,1,36639
2020-04-18,2020,4,18,5,109,16,1,0,1,1,83,0.22,0,40182
2020-04-19,2020,4,19,6,110,16,1,0,1,1,74,0.22,1,35636
2020-04-20,2020,4,20,0,111,17,0,0,1,1,76,0.22,0,25147
2020-04-21,2020,4,21,1,112,17,0,0,1,1,73,0.22,1,18881
2020-04-22,2020,4,22,2,113,17,0,0,1,1,75,0.22,0,19134
2020-04-23,2020,4,23,3,114,17,0,0,1,1,80,0.22,0,19816
2020-04-24,2020,4,24,4,115,17,0,0,1,1,80,0.22,0,21454
2020-04-25,2020,4,25,5,116,17,1,0,1,1,80,0.22,0,26897
2020-04-26,2020,4,26,6,117,17,1,0,1,1,78,0.22,0,23861
2020-04-27,2020,4,27,0,118,18,0,0,1,1,78,0.22,0,21179
2020-04-28,2020,4,28,1,119,18,0,0,1,1,77,0.22,0,18631
2020-04-29,2020,4,29,2,120,18,0,0,1,1,81,0.22,1,19917
2020-04-30,2020,4,30,3,121,18,0,0,1,1,76,0.22,1,20423
2020-05-01,2020,5,1,4,122,18,0,0,0,0,86,0.28,0,21326
2020-05-02,2020,5,2,5,123,18,1,0,0,0,83,0.28,0,22600
2020-05-03,2020,5,3,6,124,18,1,0,0,0,77,0.28,0,20912
2020-05-04,2020,5,4,0,125,19,0,0,0,0,85,0.28,0,14655
2020-05-05,2020,5,5,1,126,19,0,0,0,0,83,0.28,0,14323
2020-05-06,2020,5,6,2,127,19,0,0,0,0,86,0.28,0,15703
2020-05-07,2020,5,7,3,128,19,0,0,0,0,85,0.28,0,17287
2020-05-08,2020,5,8,4,129,19,0,0,0,0,83,0.28,1,19151
2020-05-09,2020,5,9,5,130,19,1,0,0,0,78,0.28,0,20386
2020-05-10,2020,5,10,6,131,19,1,0,0,0,82,0.28,0,22971
2020-05-11,2020,5,11,0,132,20,0,0,0,0,86,0.28,0,17527
2020-05-12,2020,5,12,1,133,20,0,0,0,0,87,0.28,0,17360
2020-05-13,2020,5,13,2,134,20,0,0,0,0,80,0.28,0,16093
2020-05-14,2020,5,14,3,135,20,0,0,0,0,79,0.28,0,17262
2020-05-15,2020,5,15,4,136,20,0,0,0,0,78,0.28,1,18249
2020-05-16,2020,5,16,5,137,20,1,0,0,0,82,0.28,1,26405
2020-05-17,2020,5,17,6,138,20,1,0,0,0,84,0.28,0,19485
2020-05-18,2020,5,18,0,139,21,0,0,0,0,82,0.28,0,17896
2020-05-19,2020,5,19,1,140,21,0,0,0,0,85,0.28,1,15697
2020-05-20,2020,5,20,2,141,21,0,0,0,0,81,0.28,0,15577
2020-05-21,2020,5,21,3,142,21,0,0,0,0,78,0.28,1,15786
2020-05-22,2020,5,22,4,143,21,0,0,0,0,84,0.28,0,24109
2020-05-23,2020,5,23,5,144,21,1,0,0,0,85,0.28,0,24488
2020-05-24,2020,5,24,6,145,21,1,0,0,0,86,0.28,0,20825
2020-05-25,2020,5,25,0,146,22,0,1,0,0,80,0.28,1,16647
2020-05-26,2020,5,26,1,147,22,0,0,0,0,82,0.28,0,14598
2020-05-27,2020,5,27,2,148,22,0,0,0,0,87,0.28,0,16364
2020-05-28,2020,5,28,3,149,22,0,0,0,0,86,0.28,0,15662
2020-05-29,2020,5,29,4,150,22,0,0,0,0,84,0.28,0,18415
2020-05-30,2020,5,30,5,151,22,1,0,0,0,85,0.28,0,25053
2020-05-31,2020,5,31,6,152,22,1,0,0,0,81,0.28,0,22695
2020-06-01,2020,6,1,0,153,23,0,0,1,1,86,0.45,1,15827
2020-06-02,2020,6,2,1,154,23,0,0,1,1,91,0.45,1,17521
2020-06-03,2020,6,3,2,155,23,0,0,1,1,84,0.45,1,20481
2020-06-04,2020,6,4,3,156,23,0,0,1,1,85,0.45,0,18755
2020-06-05,2020,6,5,4,157,23,0,0,1,1,87,0.45,1,23189
2020-06-06,2020,6,6,5,158,23,1,0,1,1,89,0.45,1,26828
2020-06-07,2020,6,7,6,159,23,1,0,1,1,90,0.45,1,28007
2020-06-08,2020,6,8,0,160,24,0,0,1,1,91,0.45,0,18333
2020-06-09,2020,6,9,1,161,24,0,0,1,1,86,0.45,0,21060
2020-06-10,2020,6,10,2,162,24,0,0,1,1,86,0.45,0,19093
2020-06-11,2020,6,11,3,163,24,0,0,1,1,88,0.45,0,21815
2020-06-12,2020,6,12,4,164,24,0,0,1,1,91,0.45,1,23920
2020-06-13,2020,6,13,5,165,24,1,0,1,1,84,0.45,0,31312
2020-06-14,2020,6,14,6,166,24,1,0,1,1,83,0.45,0,24523
2020-06-15,2020,6,15,0,167,25,0,0,1,1,87,0.45,1,21274
2020-06-16,2020,6,16,1,168,25,0,0,1,1,85,0.45,0,19072
2020-06-17,2020,6,17,2,169,25,0,0,1,1,82,0.45,0,17147
2020-06-18,2020,6,18,3,170,25,0,0,1,1,82,0.45,0,18881
2020-06-19,2020,6,19,4,171,25,0,0,1,1,91,0.45,1,26457
2020-06-20,2020,6,20,5,172,25,1,0,1,1,86,0.45,0,26871
2020-06-21,2020,6,21,6,173,25,1,0,1,1,88,0.45,0,25418
2020-06-22,2020,6,22,0,174,26,0,0,1,1,81,0.45,1,18145
2020-06-23,2020,6,23,1,175,26,0,0,1,1,91,0.45,1,19664
2020-06-24,2020,6,24,2,176,26,0,0,1,1,86,0.45,1,20395
2020-06-25,2020,6,25,3,177,26,0,0,1,1,82,0.45,0,22444
2020-06-26,2020,6,26,4,178,26,0,0,1,1,82,0.45,0,21904
2020-06-27,2020,6,27,5,179,26,1,0,1,1,87,0.45,1,26761
2020-06-28,2020,6,28,6,180,26,1,0,1,1,90,0.45,1,30951
2020-06-29,2020,6,29,0,181,27,0,0,1,1,81,0.45,1,20613
2020-06-30,2020,6,30,1,182,27,0,0,1,1,86,0.45,0,19706
2020-07-01,2020,7,1,2,183,27,0,0,1,1,89,0.5,1,28831
2020-07-02,2020,7,2,3,184,27,0,0,1,1,90,0.5,0,30479
2020-07-03,2020,7,3,4,185,27,0,1,1,1,89,0.5,0,41647
2020-07-04,2020,7,4,5,186,27,1,1,1,1,88,0.5,0,49753
2020-07-05,2020,7,5,6,187,27,1,0,1,1,91,0.5,1,40260
2020-07-06,2020,7,6,0,188,28,0,0,1,1,85,0.5,1,29442
2020-07-07,2020,7,7,1,189,28,0,0,1,1,93,0.5,1,29144
2020-07-08,2020,7,8,2,190,28,0,0,1,1,88,0.5,1,18518
2020-07-09,2020,7,9,3,191,28,0,0,1,1,86,0.5,1,20603
2020-07-10,2020,7,10,4,192,28,0,0,1,1,84,0.5,0,23149
2020-07-11,2020,7,11,5,193,28,1,0,1,1,83,0.5,1,29477
2020-07-12,2020,7,12,6,194,28,1,0,1,1,83,0.5,1,26684
2020-07-13,2020,7,13,0,195,29,0,0,1,1,93,0.5,1,19000
2020-07-14,2020,7,14,1,196,29,0,0,1,1,92,0.5,1,18061
2020-07-15,2020,7,15,2,197,29,0,0,1,1,85,0.5,0,20733
2020-07-16,2020,7,16,3,198,29,0,0,1,1,86,0.5,1,22905
2020-07-17,2020,7,17,4,199,29,0,0,1,1,84,0.5,1,22331
2020-07-18,2020,7,18,5,200,29,1,0,1,1,93,0.5,0,30649
2020-07-19,2020,7,19,6,201,29,1,0,1,1,93,0.5,1,32567
2020-07-20,2020,7,20,0,202,30,0,0,1,1,93,0.5,1,20204
2020-07-21,2020,7,21,1,203,30,0,0,1,1,83,0.5,1,21937
2020-07-22,2020,7,22,2,204,30,0,0,1,1,86,0.5,1,22184
2020-07-23,2020,7,23,3,205,30,0,0,1,1,89,0.5,1,22397
2020-07-24,2020,7,24,4,206,30,0,0,1,1,92,0.5,1,26067
2020-07-25,2020,7,25,5,207,30,1,0,1,1,93,0.5,0,28810
2020-07-26,2020,7,26,6,208,30,1,0,1,1,88,0.5,1,32596
2020-07-27,2020,7,27,0,209,31,0,0,1,1,88,0.5,0,20789
2020-07-28,2020,7,28,1,210,31,0,0,1,1,93,0.5,0,17847
2020-07-29,2020,7,29,2,211,31,0,0,1,1,91,0.5,0,17980
2020-07-30,2020,7,30,3,212,31,0,0,1,1,84,0.5,1,19309
2020-07-31,2020,7,31,4,213,31,0,0,1,1,86,0.5,1,25169
2020-08-01,2020,8,1,5,214,31,1,0,1,1,87,0.55,0,28642
2020-08-02,2020,8,2,6,215,31,1,0,1,1,83,0.55,0,21537
2020-08-03,2020,8,3,0,216,32,0,0,1,1,90,0.55,0,13977
2020-08-04,2020,8,4,1,217,32,0,0,1,1,90,0.55,1,13437
2020-08-05,2020,8,5,2,218,32,0,0,1,1,88,0.55,0,17860
2020-08-06,2020,8,6,3,219,32,0,0,1,1,87,0.55,1,18370
2020-08-07,2020,8,7,4,220,32,0,0,1,1,90,0.55,1,19505
2020-08-08,2020,8,8,5,221,32,1,0,1,1,85,0.55,1,27845
2020-08-09,2020,8,9,6,222,32,1,0,1,1,85,0.55,1,29846
2020-08-10,2020,8,10,0,223,33,0,0,1,1,84,0.55,1,16650
2020-08-11,2020,8,11,1,224,33,0,0,1,1,87,0.55,0,14909
2020-08-12,2020,8,12,2,225,33,0,0,1,1,85,0.55,0,19754
2020-08-13,2020,8,13,3,226,33,0,0,1,1,85,0.55,0,17128
2020-08-14,2020,8,14,4,227,33,0,0,1,1,88,0.55,1,20747
2020-08-15,2020,8,15,5,228,33,1,0,1,1,90,0.55,0,18775
2020-08-16,2020,8,16,6,229,33,1,0,1,1,84,0.55,1,23857
2020-08-17,2020,8,17,0,230,34,0,0,1,1,86,0.55,1,17093
2020-08-18,2020,8,18,1,231,34,0,0,1,1,93,0.55,1,13689
2020-08-19,2020,8,19,2,232,34,0,0,1,1,89,0.55,1,19657
2020-08-20,2020,8,20,3,233,34,0,0,1,1,83,0.55,1,18926
2020-08-21,2020,8,21,4,234,34,0,0,1,1,83,0.55,1,25268
2020-08-22,2020,8,22,5,235,34,1,0,1,1,92,0.55,0,28368
2020-08-23,2020,8,23,6,236,34,1,0,1,1,89,0.55,0,27950
2020-08-24,2020,8,24,0,237,35,0,0,1,1,89,0.55,1,18271
2020-08-25,2020,8,25,1,238,35,0,0,1,1,83,0.55,0,16832
2020-08-26,2020,8,26,2,239,35,0,0,1,1,83,0.55,0,19287
2020-08-27,2020,8,27,3,240,35,0,0,1,1,86,0.55,1,20485
2020-08-28,2020,8,28,4,241,35,0,0,1,1,87,0.55,0,23294
2020-08-29,2020,8,29,5,242,35,1,0,1,1,87,0.55,1,25348
2020-08-30,2020,8,30,6,243,35,1,0,1,1,86,0.55,0,24090
2020-08-31,2020,8,31,0,244,36,0,0,1,1,90,0.55,0,16604
2020-09-01,2020,9,1,1,245,36,0,0,0,0,86,0.45,0,6445
2020-09-02,2020,9,2,2,246,36,0,0,0,0,88,0.45,0,8228
2020-09-03,2020,9,3,3,247,36,0,0,0,0,86,0.45,0,10584
2020-09-04,2020,9,4,4,248,36,0,0,0,0,89,0.45,0,11145
2020-09-05,2020,9,5,5,249,36,1,0,0,0,80,0.45,1,12234
2020-09-06,2020,9,6,6,250,36,1,0,0,0,86,0.45,1,14285
2020-09-07,2020,9,7,0,251,37,0,1,0,0,80,0.45,1,9617
2020-09-08,2020,9,8,1,252,37,0,0,0,0,86,0.45,0,9428
2020-09-09,2020,9,9,2,253,37,0,0,0,0,89,0.45,1,7468
2020-09-10,2020,9,10,3,254,37,0,0,0,0,87,0.45,0,8094
2020-09-11,2020,9,11,4,255,37,0,0,0,0,90,0.45,0,12067
2020-09-12,2020,9,12,5,256,37,1,0,0,0,88,0.45,0,13875
2020-09-13,2020,9,13,6,257,37,1,0,0,0,82,0.45,0,11989
2020-09-14,2020,9,14,0,258,38,0,0,0,0,83,0.45,0,9487
2020-09-15,2020,9,15,1,259,38,0,0,0,0,83,0.45,0,7261
2020-09-16,2020,9,16,2,260,38,0,0,0,0,88,0.45,0,10173
2020-09-17,2020,9,17,3,261,38,0,0,0,0,86,0.45,0,8709
2020-09-18,2020,9,18,4,262,38,0,0,0,0,82,0.45,1,12926
2020-09-19,2020,9,19,5,263,38,1,0,0,0,89,0.45,1,13236
2020-09-20,2020,9,20,6,264,38,1,0,0,0,84,0.45,1,14123
2020-09-21,2020,9,21,0,265,39,0,0,0,0,86,0.45,0,7994
2020-09-22,2020,9,22,1,266,39,0,0,0,0,87,0.45,0,7088
2020-09-23,2020,9,23,2,267,39,0,0,0,0,80,0.45,0,10561
2020-09-24,2020,9,24,3,268,39,0,0,0,0,81,0.45,1,7850
2020-09-25,2020,9,25,4,269,39,0,0,0,0,86,0.45,0,10913
2020-09-26,2020,9,26,5,270,39,1,0,0,0,90,0.45,0,13494
2020-09-27,2020,9,27,6,271,39,1,0,0,0,81,0.45,1,12217
2020-09-28,2020,9,28,0,272,40,0,0,0,0,86,0.45,0,9010
2020-09-29,2020,9,29,1,273,40,0,0,0,0,88,0.45,0,9998
2020-09-30,2020,9,30,2,274,40,0,0,0,0,90,0.45,0,9618
2020-10-01,2020,10,1,3,275,40,0,0,0,0,74,0.25,0,11287
2020-10-02,2020,10,2,4,276,40,0,0,0,0,79,0.25,1,12346
2020-10-03,2020,10,3,5,277,40,1,0,0,0,76,0.25,0,17042
2020-10-04,2020,10,4,6,278,40,1,0,0,0,83,0.25,0,16331
2020-10-05,2020,10,5,0,279,41,0,0,0,0,74,0.25,0,9404
2020-10-06,2020,10,6,1,280,41,0,0,0,0,79,0.25,0,8621
2020-10-07,2020,10,7,2,281,41,0,0,0,0,77,0.25,0,10370
2020-10-08,2020,10,8,3,282,41,0,0,0,0,73,0.25,0,11635
2020-10-09,2020,10,9,4,283,41,0,0,0,0,77,0.25,0,14151
2020-10-10,2020,10,10,5,284,41,1,0,0,0,75,0.25,1,13282
2020-10-11,2020,10,11,6,285,41,1,0,0,0,79,0.25,0,15716
2020-10-12,2020,10,12,0,286,42,0,1,0,0,78,0.25,0,10697
2020-10-13,2020,10,13,1,287,42,0,0,0,0,80,0.25,0,8582
2020-10-14,2020,10,14,2,288,42,0,0,0,0,77,0.25,1,10877
2020-10-15,2020,10,15,3,289,42,0,0,0,0,74,0.25,1,11964
2020-10-16,2020,10,16,4,290,42,0,0,0,0,81,0.25,0,9688
2020-10-17,2020,10,17,5,291,42,1,0,0,0,83,0.25,1,18668
2020-10-18,2020,10,18,6,292,42,1,0,0,0,80,0.25,1,14740
2020-10-19,2020,10,19,0,293,43,0,0,0,0,78,0.25,1,11035
2020-10-20,2020,10,20,1,294,43,0,0,0,0,82,0.25,0,9906
2020-10-21,2020,10,21,2,295,43,0,0,0,0,79,0.25,0,11394
2020-10-22,2020,10,22,3,296,43,0,0,0,0,81,0.25,1,10955
2020-10-23,2020,10,23,4,297,43,0,0,0,0,79,0.25,1,13979
2020-10-24,2020,10,24,5,298,43,1,0,0,0,75,0.25,0,17045
2020-10-25,2020,10,25,6,299,43,1,0,0,0,78,0.25,0,15477
2020-10-26,2020,10,26,0,300,44,0,0,0,0,83,0.25,1,10593
2020-10-27,2020,10,27,1,301,44,0,0,0,0,83,0.25,0,6065
2020-10-28,2020,10,28,2,302,44,0,0,0,0,79,0.25,0,12177
2020-10-29,2020,10,29,3,303,44,0,0,0,0,74,0.25,0,10974
2020-10-30,2020,10,30,4,304,44,0,0,0,0,75,0.25,0,11402
2020-10-31,2020,10,31,5,305,44,1,0,0,0,76,0.25,0,13782
2020-11-01,2020,11,1,6,306,44,1,0,0,0,74,0.18,0,19820
2020-11-02,2020,11,2,0,307,45,0,0,0,0,70,0.18,0,12173
2020-11-03,2020,11,3,1,308,45,0,0,0,0,65,0.18,0,11625
2020-11-04,2020,11,4,2,309,45,0,0,0,0,73,0.18,0,10405
2020-11-05,2020,11,5,3,310,45,0,0,0,0,69,0.18,0,11473
2020-11-06,2020,11,6,4,311,45,0,0,0,0,71,0.18,0,17064
2020-11-07,2020,11,7,5,312,45,1,0,0,0,73,0.18,0,20507
2020-11-08,2020,11,8,6,313,45,1,0,0,0,73,0.18,1,17613
2020-11-09,2020,11,9,0,314,46,0,0,0,0,65,0.18,0,11956
2020-11-10,2020,11,10,1,315,46,0,0,0,0,65,0.18,1,11541
2020-11-11,2020,11,11,2,316,46,0,1,0,0,67,0.18,0,12290
2020-11-12,2020,11,12,3,317,46,0,0,0,0,70,0.18,1,11497
2020-11-13,2020,11,13,4,318,46,0,0,0,0,66,0.18,0,13728
2020-11-14,2020,11,14,5,319,46,1,0,0,0,74,0.18,1,18821
2020-11-15,2020,11,15,6,320,46,1,0,0,0,75,0.18,0,17373
2020-11-16,2020,11,16,0,321,47,0,0,0,0,65,0.18,0,12658
2020-11-17,2020,11,17,1,322,47,0,0,0,0,65,0.18,0,10399
2020-11-18,2020,11,18,2,323,47,0,0,0,0,69,0.18,0,13651
2020-11-19,2020,11,19,3,324,47,0,0,0,0,68,0.18,0,13113
2020-11-20,2020,11,20,4,325,47,0,0,0,1,65,0.18,0,23656
2020-11-21,2020,11,21,5,326,47,1,0,0,1,68,0.18,0,26936
2020-11-22,2020,11,22,6,327,47,1,0,0,1,67,0.18,0,25923
2020-11-23,2020,11,23,0,328,48,0,0,0,1,66,0.18,0,15698
2020-11-24,2020,11,24,1,329,48,0,0,0,1,73,0.18,0,17932
2020-11-25,2020,11,25,2,330,48,0,0,0,1,75,0.18,0,16898
2020-11-26,2020,11,26,3,331,48,0,1,0,1,65,0.18,0,19668
2020-11-27,2020,11,27,4,332,48,0,0,0,1,71,0.18,0,20462
2020-11-28,2020,11,28,5,333,48,1,0,0,1,68,0.18,0,23594
2020-11-29,2020,11,29,6,334,48,1,0,0,1,69,0.18,0,23713
2020-11-30,2020,11,30,0,335,49,0,0,0,1,74,0.18,0,16636
2020-12-01,2020,12,1,1,336,49,0,0,1,0,64,0.15,0,17716
2020-12-02,2020,12,2,2,337,49,0,0,1,0,60,0.15,0,15949
2020-12-03,2020,12,3,3,338,49,0,0,1,0,65,0.15,1,18810
2020-12-04,2020,12,4,4,339,49,0,0,1,0,68,0.15,1,22369
