date,year,month,day,weekday,weekday_name,is_weekend,is_holiday,holiday_name,holiday_multiplier,monthly_weight,weekday_weight,attendance,season,is_school_break,temperature,is_rainy,has_special_event,day_of_year,week_of_year,is_month_start,is_month_end,temp_bin,month_sin,month_cos,weekday_sin,weekday_cos,day_of_year_sin,day_of_year_cos,weekend_or_holiday,summer_weekend,attendance_lag1,attendance_lag7,attendance_rolling_30,season_encoded
2021-04-10,2021,4,10,5,Saturday,True,False,,1.0,0.1109271523178807,1.0862068965517242,71447,spring,False,7.4,True,False,100,14,False,False,凉爽(5-15°C),0.8660254037844387,-0.49999999999999983,-0.9749279121818236,-0.2225209339563146,0.9886775902323405,-0.1500553983446526,1,0,93511.0,75815.0,60267.63333333333,0
2021-04-11,2021,4,11,6,Sunday,True,False,,1.0,0.1109271523178807,0.9454022988505748,64973,spring,False,14.1,False,False,101,14,False,False,凉爽(5-15°C),0.8660254037844387,-0.49999999999999983,-0.7818314824680299,0.6234898018587334,0.9859481499638304,-0.16705162550211924,1,0,71447.0,97711.0,60528.23333333333,0
2021-04-12,2021,4,12,0,Monday,False,False,,1.0,0.1109271523178807,1.0660919540229885,88090,spring,False,18.3,False,False,102,15,False,False,温暖(15-25°C),0.8660254037844387,-0.49999999999999983,0.0,1.0,0.9829265519799822,-0.18399835165768005,0,0,64973.0,97870.0,61641.4,0
2021-04-13,2021,4,13,1,Tuesday,False,False,,1.0,0.1109271523178807,0.9655172413793104,88726,spring,False,20.9,True,False,103,15,False,False,温暖(15-25°C),0.8660254037844387,-0.49999999999999983,0.7818314824680298,0.6234898018587336,0.9796136916454901,-0.20089055513063506,0,0,88090.0,102533.0,63553.166666666664,0
2021-04-14,2021,4,14,2,Wednesday,False,False,,1.0,0.1109271523178807,0.8850574712643678,63894,spring,False,11.3,False,False,104,15,False,False,凉爽(5-15°C),0.8660254037844387,-0.49999999999999983,0.9749279121818236,-0.22252093395631434,0.9760105506323683,-0.21772323039653177,0,0,88726.0,89585.0,64277.73333333333,0
2021-04-15,2021,4,15,3,Thursday,False,False,,1.0,0.1109271523178807,0.9655172413793104,80710,spring,False,16.5,False,False,105,15,False,False,温暖(15-25°C),0.8660254037844387,-0.49999999999999983,0.43388373911755823,-0.900968867902419,0.9721181966290613,-0.23449138957040985,0,0,63894.0,79418.0,65826.56666666667,0
2021-04-16,2021,4,16,4,Friday,False,False,,1.0,0.1109271523178807,1.0862068965517242,91125,spring,False,13.6,True,False,106,15,False,False,凉爽(5-15°C),0.8660254037844387,-0.49999999999999983,-0.433883739117558,-0.9009688679024191,0.9679377830240642,-0.25119006388481935,0,0,80710.0,93511.0,67696.3,0
2021-04-17,2021,4,17,5,Saturday,True,False,,1.0,0.1109271523178807,1.0862068965517242,78495,spring,False,14.7,True,False,107,15,False,False,凉爽(5-15°C),0.8660254037844387,-0.49999999999999983,-0.9749279121818236,-0.2225209339563146,0.9634705485641488,-0.2678143051621742,1,0,91125.0,71447.0,68690.96666666666,0
2021-04-18,2021,4,18,6,Sunday,True,False,,1.0,0.1109271523178807,0.9454022988505748,81500,spring,False,22.9,False,False,108,15,False,False,温暖(15-25°C),0.8660254037844387,-0.49999999999999983,-0.7818314824680299,0.6234898018587334,0.9587178169872964,-0.2843591872810034,1,0,78495.0,64973.0,69349.0,0
2021-04-19,2021,4,19,0,Monday,False,False,,1.0,0.1109271523178807,1.0660919540229885,88369,spring,False,10.5,False,False,109,16,False,False,凉爽(5-15°C),0.8660254037844387,-0.49999999999999983,0.0,1.0,0.9536809966304457,-0.30081980763566735,0,0,81500.0,88090.0,70683.63333333333,0
2021-04-20,2021,4,20,1,Tuesday,False,False,,1.0,0.1109271523178807,0.9655172413793104,64780,spring,False,15.8,True,False,110,16,False,False,温暖(15-25°C),0.8660254037844387,-0.49999999999999983,0.7818314824680298,0.6234898018587336,0.9483615800121715,-0.3171912885891061,0,0,88369.0,88726.0,71335.36666666667,0
2021-04-21,2021,4,21,2,Wednesday,False,False,,1.0,0.1109271523178807,0.8850574712643678,61404,spring,False,16.4,True,False,111,16,False,False,温暖(15-25°C),0.8660254037844387,-0.49999999999999983,0.9749279121818236,-0.22252093395631434,0.9427611433904207,-0.3334687789181868,0,0,64780.0,63894.0,71745.33333333333,0
2021-04-22,2021,4,22,3,Thursday,False,False,,1.0,0.1109271523178807,0.9655172413793104,79732,spring,False,18.3,True,False,112,16,False,False,温暖(15-25°C),0.8660254037844387,-0.49999999999999983,0.43388373911755823,-0.900968867902419,0.9368813462954315,-0.3496474552512284,0,0,61404.0,80710.0,72967.03333333334,0
2021-04-23,2021,4,23,4,Friday,False,False,,1.0,0.1109271523178807,1.0862068965517242,74844,spring,False,15.3,False,False,113,16,False,False,温暖(15-25°C),0.8660254037844387,-0.49999999999999983,-0.433883739117558,-0.9009688679024191,0.9307239310379795,-0.36572252349726897,0,0,79732.0,91125.0,74241.33333333333,0
2021-04-24,2021,4,24,5,Saturday,True,False,,1.0,0.1109271523178807,1.0862068965517242,65854,spring,False,15.9,True,False,114,16,False,False,温暖(15-25°C),0.8660254037844387,-0.49999999999999983,-0.9749279121818236,-0.2225209339563146,0.9242907221930934,-0.3816892202666588,1,0,74844.0,78495.0,74792.23333333334,0
2021-04-25,2021,4,25,6,Sunday,True,False,,1.0,0.1109271523178807,0.9454022988505748,96674,spring,False,13.8,True,False,115,16,False,True,凉爽(5-15°C),0.8660254037844387,-0.49999999999999983,-0.7818314824680299,0.6234898018587334,0.9175836260593937,-0.39754281428255595,1,0,65854.0,81500.0,76330.26666666666,0
2021-04-26,2021,4,26,0,Monday,False,False,,1.0,0.1109271523178807,1.0660919540229885,83026,spring,False,15.8,False,False,116,17,False,True,温暖(15-25°C),0.8660254037844387,-0.49999999999999983,0.0,1.0,0.9106046300942163,-0.4132786077829042,0,0,96674.0,88369.0,77156.03333333334,0
2021-04-27,2021,4,27,1,Tuesday,False,False,,1.0,0.1109271523178807,0.9655172413793104,81894,spring,False,14.0,False,False,117,17,False,True,凉爽(5-15°C),0.8660254037844387,-0.49999999999999983,0.7818314824680298,0.6234898018587336,0.9033558023246845,-0.4288919379124835,0,0,83026.0,64780.0,78333.76666666666,0
2021-04-28,2021,4,28,2,Wednesday,False,False,,1.0,0.1109271523178807,0.8850574712643678,57399,spring,False,16.9,True,False,118,17,False,True,温暖(15-25°C),0.8660254037844387,-0.49999999999999983,0.9749279121818236,-0.22252093395631434,0.895839290734909,-0.4443781781046132,0,0,81894.0,61404.0,78561.0,0
2021-04-29,2021,4,29,3,Thursday,False,False,,1.0,0.1109271523178807,0.9655172413793104,77389,spring,False,13.9,True,False,119,17,False,True,凉爽(5-15°C),0.8660254037844387,-0.49999999999999983,0.43388373911755823,-0.900968867902419,0.8880573226294932,-0.45973273945210397,0,0,57399.0,79732.0,78968.03333333334,0
2021-04-30,2021,4,30,4,Friday,False,False,,1.0,0.1109271523178807,1.0862068965517242,88652,spring,False,16.1,False,False,120,17,False,True,温暖(15-25°C),0.8660254037844387,-0.49999999999999983,-0.433883739117558,-0.9009688679024191,0.8800122039735357,-0.47495107206704995,0,0,77389.0,74844.0,80834.63333333333,0
2021-05-01,2021,5,1,5,Saturday,True,True,labor_day,1.6,0.1009933774834437,1.0862068965517242,129935,spring,False,19.9,True,False,121,17,True,False,温暖(15-25°C),0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.8717063187093218,-0.49002866642905923,1,0,88652.0,65854.0,83173.96666666666,0
2021-05-02,2021,5,2,6,Sunday,True,True,labor_day,1.6,0.1009933774834437,0.9454022988505748,125589,spring,False,23.4,True,False,122,17,True,False,温暖(15-25°C),0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.8631421280499114,-0.5049610547215204,1,0,129935.0,96674.0,84031.46666666666,0
2021-05-03,2021,5,3,0,Monday,False,True,labor_day,1.6,0.1009933774834437,1.0660919540229885,139565,spring,False,19.8,False,False,123,18,True,False,温暖(15-25°C),0.49999999999999994,-0.8660254037844387,0.0,1.0,0.854322169749827,-0.5197438121555155,1,0,125589.0,83026.0,86156.46666666666,0
2021-05-04,2021,5,4,1,Tuesday,False,True,labor_day,1.6,0.1009933774834437,0.9655172413793104,113258,spring,False,14.7,True,False,124,18,True,False,凉爽(5-15°C),0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,0.8452490573530633,-0.5343725582809787,1,0,139565.0,81894.0,86674.7,0
2021-05-05,2021,5,5,2,Wednesday,False,True,labor_day,1.6,0.1009933774834437,0.8850574712643678,113590,spring,False,23.8,False,False,125,18,True,False,温暖(15-25°C),0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.835925479418637,-0.548842958284719,1,0,113258.0,57399.0,87198.7,0
2021-05-06,2021,5,6,3,Thursday,False,False,,1.0,0.1009933774834437,0.9655172413793104,71378,spring,False,17.3,False,False,126,18,False,False,温暖(15-25°C),0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,0.8263541987239096,-0.5631507242749186,0,0,113590.0,77389.0,86160.2,0
2021-05-07,2021,5,7,4,Friday,False,False,,1.0,0.1009933774834437,1.0862068965517242,97035,spring,False,18.0,True,False,127,18,False,False,温暖(15-25°C),0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.8165380514459161,-0.5772916165517272,0,0,71378.0,88652.0,86408.53333333334,0
2021-05-08,2021,5,8,5,Saturday,True,False,,1.0,0.1009933774834437,1.0862068965517242,65533,spring,False,18.2,True,False,128,18,False,False,温暖(15-25°C),0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.8064799463209448,-0.5912614448635781,1,0,97035.0,129935.0,85945.7,0
2021-05-09,2021,5,9,6,Sunday,True,False,,1.0,0.1009933774834437,0.9454022988505748,60858,spring,False,24.1,False,False,129,18,False,False,温暖(15-25°C),0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.7961828637826158,-0.6050560696488488,1,0,65533.0,125589.0,84857.26666666666,0
2021-05-10,2021,5,10,0,Monday,False,False,,1.0,0.1009933774834437,1.0660919540229885,77822,spring,False,13.6,False,False,130,19,False,False,凉爽(5-15°C),0.49999999999999994,-0.8660254037844387,0.0,1.0,0.7856498550787145,-0.6186714032625031,0,0,60858.0,139565.0,85069.76666666666,0
2021-05-11,2021,5,11,1,Tuesday,False,False,,1.0,0.1009933774834437,0.9655172413793104,73176,spring,False,29.4,False,False,131,19,False,False,炎热(>25°C),0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,0.7748840413670407,-0.6321034111873487,0,0,77822.0,113258.0,85343.2,0
2021-05-12,2021,5,12,2,Wednesday,False,False,,1.0,0.1009933774834437,0.8850574712643678,58190,spring,False,23.2,False,False,132,19,False,False,温暖(15-25°C),0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.7638886127905428,-0.6453481132295501,0,0,73176.0,113590.0,84346.53333333334,0
2021-05-13,2021,5,13,3,Thursday,False,False,,1.0,0.1009933774834437,0.9655172413793104,86214,spring,False,20.7,True,False,133,19,False,False,温暖(15-25°C),0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,0.7526668275320084,-0.6584015846980488,0,0,58190.0,71378.0,84262.8,0
2021-05-14,2021,5,14,4,Friday,False,False,,1.0,0.1009933774834437,1.0862068965517242,78534,spring,False,19.8,False,False,134,19,False,False,温暖(15-25°C),0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.741222010848596,-0.6712599575675313,0,0,86214.0,97035.0,84750.8,0
2021-05-15,2021,5,15,5,Saturday,True,False,,1.0,0.1009933774834437,1.0862068965517242,80839,spring,False,20.9,True,False,135,19,False,False,温暖(15-25°C),0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.7295575540864875,-0.6839194216246106,1,0,78534.0,65533.0,84755.1,0
2021-05-16,2021,5,16,6,Sunday,True,False,,1.0,0.1009933774834437,0.9454022988505748,71687,spring,False,21.6,False,False,136,19,False,False,温暖(15-25°C),0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.717676913675962,-0.6963762255968722,1,0,80839.0,60858.0,84107.16666666667,0
2021-05-17,2021,5,17,0,Monday,False,False,,1.0,0.1009933774834437,1.0660919540229885,81703,spring,False,21.9,True,False,137,20,False,False,温暖(15-25°C),0.49999999999999994,-0.8660254037844387,0.0,1.0,0.705583610107178,-0.7086266782644596,0,0,71687.0,77822.0,84214.1,0
2021-05-18,2021,5,18,1,Tuesday,False,False,,1.0,0.1009933774834437,0.9655172413793104,87336,spring,False,21.7,True,False,138,20,False,False,温暖(15-25°C),0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,0.6932812268869777,-0.7206671495538609,0,0,81703.0,73176.0,84408.63333333333,0
2021-05-19,2021,5,19,2,Wednesday,False,False,,1.0,0.1009933774834437,0.8850574712643678,67910,spring,False,20.3,False,False,139,20,False,False,温暖(15-25°C),0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.6807734094770161,-0.7324940716135789,0,0,87336.0,58190.0,83726.66666666667,0
2021-05-20,2021,5,20,3,Thursday,False,False,,1.0,0.1009933774834437,0.9655172413793104,66693,spring,False,19.4,False,False,140,20,False,False,温暖(15-25°C),0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,0.6680638642135335,-0.7441039398713607,0,0,67910.0,86214.0,83790.43333333333,0
2021-05-21,2021,5,21,4,Friday,False,False,,1.0,0.1009933774834437,1.0862068965517242,78138,spring,False,19.5,True,False,141,20,False,False,温暖(15-25°C),0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.6551563572090853,-0.7554933140726803,0,0,66693.0,78534.0,84348.23333333334,0
2021-05-22,2021,5,22,5,Saturday,True,False,,1.0,0.1009933774834437,1.0862068965517242,82942,spring,False,19.4,True,False,142,20,False,False,温暖(15-25°C),0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.6420547132365637,-0.766658819300159,1,0,78138.0,80839.0,84455.23333333334,0
2021-05-23,2021,5,23,6,Sunday,True,False,,1.0,0.1009933774834437,0.9454022988505748,60570,spring,False,23.4,False,False,143,20,False,False,温暖(15-25°C),0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.6287628145958344,-0.777597146973627,1,0,82942.0,71687.0,83979.43333333333,0
2021-05-24,2021,5,24,0,Monday,False,False,,1.0,0.1009933774834437,1.0660919540229885,79321,spring,False,21.8,False,False,144,21,False,False,温暖(15-25°C),0.49999999999999994,-0.8660254037844387,0.0,1.0,0.6152845999633276,-0.7883050558305255,0,0,60570.0,81703.0,84428.33333333333,0
2021-05-25,2021,5,25,1,Tuesday,False,False,,1.0,0.1009933774834437,0.9655172413793104,61623,spring,False,11.2,True,False,145,21,False,True,凉爽(5-15°C),0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,0.6016240632249226,-0.7987793728863649,0,0,79321.0,87336.0,83259.96666666666,0
2021-05-26,2021,5,26,2,Wednesday,False,False,,1.0,0.1009933774834437,0.8850574712643678,63754,spring,False,22.0,True,False,146,21,False,True,温暖(15-25°C),0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.5877852522924732,-0.8090169943749473,0,0,61623.0,67910.0,82617.56666666667,0
2021-05-27,2021,5,27,3,Thursday,False,False,,1.0,0.1009933774834437,0.9655172413793104,53537,spring,False,20.6,True,False,147,21,False,True,温暖(15-25°C),0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,0.5737722679043246,-0.8190148866680801,0,0,63754.0,66693.0,81672.33333333333,0
2021-05-28,2021,5,28,4,Friday,False,False,,1.0,0.1009933774834437,1.0862068965517242,98454,spring,False,19.9,False,False,148,21,False,True,温暖(15-25°C),0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.5595892624101765,-0.8287700871745037,0,0,53537.0,78138.0,83040.83333333333,0
2021-05-29,2021,5,29,5,Saturday,True,False,,1.0,0.1009933774834437,1.0862068965517242,88175,spring,False,18.8,False,False,149,21,False,True,温暖(15-25°C),0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.545240438540651,-0.8382797052177743,1,0,98454.0,82942.0,83400.36666666667,0
2021-05-30,2021,5,30,6,Sunday,True,False,,1.0,0.1009933774834437,0.9454022988505748,64280,spring,False,23.4,False,False,150,21,False,True,温暖(15-25°C),0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.5307300481619334,-0.8475409228928311,1,0,88175.0,60570.0,82587.96666666666,0
2021-05-31,2021,5,31,0,Monday,False,False,,1.0,0.1009933774834437,1.0660919540229885,80217,spring,False,22.8,False,False,151,22,False,True,温暖(15-25°C),0.49999999999999994,-0.8660254037844387,0.0,1.0,0.5160623910158528,-0.8565509959010036,0,0,64280.0,79321.0,80930.7,0
2021-06-01,2021,6,1,1,Tuesday,False,False,,1.0,0.1142384105960264,0.9655172413793104,80137,summer,False,22.7,True,False,152,22,True,False,温暖(15-25°C),1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,0.5012418134457758,-0.865307254363206,0,0,80217.0,61623.0,79415.63333333333,1
2021-06-02,2021,6,2,2,Wednesday,False,False,,1.0,0.1142384105960264,0.8850574712643678,58007,summer,False,26.2,False,False,153,22,True,False,炎热(>25°C),1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,0.48627270710869,-0.8738071036110808,0,0,80137.0,63754.0,76697.03333333334,1
2021-06-03,2021,6,3,3,Thursday,False,False,,1.0,0.1142384105960264,0.9655172413793104,94503,summer,False,22.1,False,False,154,22,True,False,温暖(15-25°C),1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,0.4711595076738638,-0.8820480249558537,0,0,58007.0,53537.0,76071.86666666667,1
2021-06-04,2021,6,4,4,Friday,False,False,,1.0,0.1142384105960264,1.0862068965517242,101710,summer,False,20.9,True,False,155,22,True,False,温暖(15-25°C),1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.4559066935084588,-0.8900275764346767,0,0,94503.0,98454.0,75675.86666666667,1
2021-06-05,2021,6,5,5,Saturday,True,False,,1.0,0.1142384105960264,1.0862068965517242,55307,summer,False,23.1,True,False,156,22,True,False,温暖(15-25°C),1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,0.440518784350495,-0.8977433935342337,1,0,101710.0,88175.0,75140.16666666667,1
2021-06-06,2021,6,6,6,Sunday,True,False,,1.0,0.1142384105960264,0.9454022988505748,58300,summer,False,27.6,False,False,157,22,False,False,炎热(>25°C),1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,0.42500033996955416,-0.9051931898913974,1,0,55307.0,64280.0,73849.0,1
2021-06-07,2021,6,7,0,Monday,False,False,,1.0,0.1142384105960264,1.0660919540229885,105744,summer,False,27.9,False,False,158,23,False,False,炎热(>25°C),1.2246467991473532e-16,-1.0,0.0,1.0,0.4093559588156213,-0.9123747579707273,0,0,58300.0,80217.0,75189.36666666667,1
2021-06-08,2021,6,8,1,Tuesday,False,False,,1.0,0.1142384105960264,0.9655172413793104,89124,summer,False,26.5,True,False,159,23,False,False,炎热(>25°C),1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,0.39359027665646673,-0.9192859697186104,0,0,105744.0,80137.0,76131.56666666667,1
2021-06-09,2021,6,9,2,Wednesday,False,False,,1.0,0.1142384105960264,0.8850574712643678,57618,summer,False,27.2,False,False,160,23,False,False,炎热(>25°C),1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,0.3777079652039649,-0.9259247771938498,0,0,89124.0,58007.0,75458.1,1
2021-06-10,2021,6,10,3,Thursday,False,True,dragon_boat,1.3,0.1142384105960264,0.9655172413793104,77912,summer,False,26.5,False,False,161,23,False,False,炎热(>25°C),1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,0.36171373072976765,-0.9322892131745133,1,0,57618.0,94503.0,75615.96666666666,1
2021-06-11,2021,6,11,4,Friday,False,True,dragon_boat,1.3,0.1142384105960264,1.0862068965517242,120749,summer,False,23.1,True,False,162,23,False,False,温暖(15-25°C),1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.3456123126707335,-0.9383773917408641,1,0,77912.0,101710.0,77701.26666666666,1
2021-06-12,2021,6,12,5,Saturday,True,True,dragon_boat,1.3,0.1142384105960264,1.0862068965517242,88980,summer,False,26.3,True,False,163,23,False,False,炎热(>25°C),1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,0.3294084822245304,-0.9441875088341993,1,0,120749.0,55307.0,77793.46666666666,1
2021-06-13,2021,6,13,6,Sunday,True,False,,1.0,0.1142384105960264,0.9454022988505748,74425,summer,False,27.4,True,False,164,23,False,False,炎热(>25°C),1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,0.3131070409358269,-0.9497178427914316,1,0,88980.0,58300.0,77656.5,1
2021-06-14,2021,6,14,0,Monday,False,False,,1.0,0.1142384105960264,1.0660919540229885,81657,summer,False,27.3,False,False,165,24,False,False,炎热(>25°C),1.2246467991473532e-16,-1.0,0.0,1.0,0.29671281927349075,-0.9549667548552551,0,0,74425.0,105744.0,77683.76666666666,1
2021-06-15,2021,6,15,1,Tuesday,False,False,,1.0,0.1142384105960264,0.9655172413793104,93319,summer,False,28.6,True,False,166,24,False,False,炎热(>25°C),1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,0.28023067519921585,-0.9599326896597447,0,0,81657.0,89124.0,78404.83333333333,1
2021-06-16,2021,6,16,2,Wednesday,False,False,,1.0,0.1142384105960264,0.8850574712643678,78737,summer,False,27.1,True,False,167,24,False,False,炎热(>25°C),1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,0.26366549272800704,-0.9646141756912435,0,0,93319.0,57618.0,78305.96666666666,1
2021-06-17,2021,6,17,3,Thursday,False,False,,1.0,0.1142384105960264,0.9655172413793104,95651,summer,False,26.1,False,False,168,24,False,False,炎热(>25°C),1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,0.24702218048093552,-0.9690098257244062,0,0,78737.0,77912.0,78583.13333333333,1
2021-06-18,2021,6,18,4,Friday,False,False,,1.0,0.1142384105960264,1.0862068965517242,97908,summer,False,28.2,False,False,169,24,False,False,炎热(>25°C),1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.23030567023061221,-0.9731183372332619,0,0,95651.0,120749.0,79583.06666666667,1
2021-06-19,2021,6,19,5,Saturday,True,False,,1.0,0.1142384105960264,1.0862068965517242,97425,summer,False,24.9,True,False,170,24,False,False,温暖(15-25°C),1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,0.21352091543979612,-0.9769384927771817,1,0,97908.0,88980.0,80607.46666666666,1
2021-06-20,2021,6,20,6,Sunday,True,False,,1.0,0.1142384105960264,0.9454022988505748,64264,summer,False,22.4,True,False,171,24,False,False,温暖(15-25°C),1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,0.19667288979357647,-0.980469160361632,1,0,97425.0,74425.0,80145.0,1
2021-06-21,2021,6,21,0,Monday,False,False,,1.0,0.1142384105960264,1.0660919540229885,68482,summer,False,24.5,True,False,172,25,False,False,温暖(15-25°C),1.2246467991473532e-16,-1.0,0.0,1.0,0.1797665857255624,-0.9837092937736097,0,0,64264.0,81657.0,79663.0,1
2021-06-22,2021,6,22,1,Tuesday,False,False,,1.0,0.1142384105960264,0.9655172413793104,76789,summer,False,22.8,False,False,173,25,False,False,温暖(15-25°C),1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,0.16280701293851715,-0.986657932891657,0,0,68482.0,93319.0,80203.63333333333,1
2021-06-23,2021,6,23,2,Wednesday,False,False,,1.0,0.1142384105960264,0.8850574712643678,69886,summer,False,23.0,False,False,174,25,False,False,温暖(15-25°C),1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,0.1457991969198751,-0.9893142039703663,0,0,76789.0,78737.0,79889.13333333333,1
2021-06-24,2021,6,24,3,Thursday,False,False,,1.0,0.1142384105960264,0.9655172413793104,80005,summer,False,24.6,True,False,175,25,False,False,温暖(15-25°C),1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,0.12874817745258132,-0.99167731989929,0,0,69886.0,95651.0,80501.86666666667,1
2021-06-25,2021,6,25,4,Friday,False,False,,1.0,0.1142384105960264,1.0862068965517242,91900,summer,False,22.6,False,False,176,25,False,True,温暖(15-25°C),1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.11165900712169512,-0.993746580436178,0,0,80005.0,97908.0,81440.06666666667,1
2021-06-26,2021,6,26,5,Saturday,True,False,,1.0,0.1142384105960264,1.0862068965517242,78369,summer,False,24.1,False,False,177,25,False,True,温暖(15-25°C),1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,0.09453674981719912,-0.9955213724144752,1,0,91900.0,97425.0,82267.8,1
2021-06-27,2021,6,27,6,Sunday,True,False,,1.0,0.1142384105960264,0.9454022988505748,72512,summer,False,19.3,False,False,178,25,False,True,温暖(15-25°C),1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,0.07738647923346301,-0.9970011699250151,1,0,78369.0,64264.0,81403.06666666667,1
2021-06-28,2021,6,28,0,Monday,False,False,,1.0,0.1142384105960264,1.0660919540229885,94983,summer,False,25.6,False,False,179,26,False,True,炎热(>25°C),1.2246467991473532e-16,-1.0,0.0,1.0,0.06021327736579302,-0.9981855344718586,0,0,72512.0,68482.0,81630.0,1
2021-06-29,2021,6,29,1,Tuesday,False,False,,1.0,0.1142384105960264,0.9655172413793104,60781,summer,False,25.0,True,False,180,26,False,True,温暖(15-25°C),1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,0.04302223300453059,-0.99907411510223,0,0,94983.0,76789.0,81513.36666666667,1
2021-06-30,2021,6,30,2,Wednesday,False,False,,1.0,0.1142384105960264,0.8850574712643678,78247,summer,False,22.5,True,False,181,26,False,True,温暖(15-25°C),1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,0.02581844022713308,-0.9996666485105112,0,0,60781.0,69886.0,81447.7,1
2021-07-01,2021,7,1,3,Thursday,False,False,,1.0,0.097682119205298,0.9655172413793104,65126,summer,True,32.0,False,False,182,26,True,False,炎热(>25°C),-0.4999999999999998,-0.8660254037844388,0.43388373911755823,-0.900968867902419,0.008606996888688698,-0.9999629591162655,0,0,78247.0,80005.0,80947.33333333333,1
2021-07-02,2021,7,2,4,Friday,False,False,,1.0,0.097682119205298,1.0862068965517242,69878,summer,True,32.8,False,False,183,26,True,False,炎热(>25°C),-0.4999999999999998,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,-0.008606996888688009,-0.9999629591162655,0,0,65126.0,91900.0,81343.03333333334,1
2021-07-03,2021,7,3,5,Saturday,True,False,,1.0,0.097682119205298,1.0862068965517242,80401,summer,True,25.2,False,False,184,26,True,False,炎热(>25°C),-0.4999999999999998,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,-0.02581844022713239,-0.9996666485105112,1,1,69878.0,78369.0,80872.96666666666,1
2021-07-04,2021,7,4,6,Sunday,True,False,,1.0,0.097682119205298,0.9454022988505748,51948,summer,True,27.7,True,False,185,26,True,False,炎热(>25°C),-0.4999999999999998,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,-0.04302223300453034,-0.99907411510223,1,1,80401.0,72512.0,79214.23333333334,1
